true,pred
12.959335,12.861949
11.852141,11.654372
11.029557,10.733139
9.512426,9.818984
9.167585,9.643816
13.213746,13.2809305
11.106303,10.827468
10.262036,10.357854
12.313653,12.495918
10.479624,10.046316
13.540736,13.471661
10.081101,9.955623
13.340669,13.28984
12.264538,12.256888
10.345003,10.009869
12.83592,12.663487
11.779965,11.663841
13.418281,13.700351
13.006928,12.8977
9.747476,9.627961
11.6573305,11.539619
11.402176,11.195812
9.882426,9.699173
12.411532,12.351742
9.477102,9.936021
9.914065,9.369232
12.4110565,12.478595
12.424982,12.486699
12.833933,12.663683
9.445337,9.550909
10.752616,10.884522
12.676407,12.81173
11.377358,11.028761
9.657232,8.957942
12.251025,12.165723
10.559677,9.875216
11.903488,11.989549
13.682309,13.715177
13.082601,12.967058
13.492985,13.743678
12.010229,11.935288
10.640807,10.222611
12.965547,12.952429
13.462286,13.536692
7.706028,7.7857866
10.771757,10.550758
9.455153,9.793446
10.934081,10.6653
13.64144,13.797093
12.60249,12.477593
10.453871,10.063088
13.01431,13.111788
9.842345,10.282021
13.982404,13.893451
10.647042,10.585567
11.808121,11.682855
12.929865,12.914414
12.498156,12.63419
11.033684,11.038882
12.655008,12.656627
10.203257,9.7505665
13.694112,13.718881
9.243307,9.712082
9.266581,9.368938
9.726092,9.905372
9.403488,9.17753
11.650586,11.673209
10.722993,10.111663
11.430088,11.599956
8.999922,8.598661
11.477476,11.376496
11.47626,11.298099
11.384369,11.128283
12.873988,12.82955
10.8663845,11.123773
13.4657,13.431487
11.003481,10.850293
8.693855,8.9261675
11.632173,11.602204
12.968743,12.901329
9.630026,10.016516
9.354092,8.851831
12.960745,12.805345
10.22519,10.457773
10.913507,10.636207
12.396522,12.3652
12.760208,12.878366
11.386886,11.135773
11.654499,11.596553
12.463746,12.433158
12.666947,12.687901
11.398004,11.159758
10.821321,10.791302
10.856493,10.836856
11.149808,11.15433
13.312561,13.341347
10.705282,10.235009
11.44761,11.234369
12.245026,12.186932
10.909331,10.86836
12.036648,12.12813
10.945841,10.527003
12.655824,12.749217
10.89567,10.702223
12.657206,12.533109
10.67776,10.192216
9.345062,9.005233
13.337148,13.434017
9.069842,8.864484
11.478546,11.234918
11.889658,11.679311
11.088605,11.261185
11.440133,11.253623
9.422201,9.793317
12.614451,12.658706
10.03928,9.436183
8.802641,8.574574
12.5337305,12.567762
10.457833,9.955517
9.336027,9.8311825
13.215705,13.10052
10.514257,10.085718
14.042472,14.128004
8.991379,9.08935
11.517221,11.446902
10.504149,10.525617
11.725341,11.680005
10.510246,9.940095
9.909341,9.547537
7.8675575,8.037439
13.342646,13.31904
11.991499,11.909162
11.334069,11.071558
10.410841,9.709267
9.255901,9.5581455
9.858071,9.743567
9.782853,10.2657
13.13355,13.078694
10.644725,10.27911
13.457012,13.433098
10.057515,9.637926
10.508279,10.217303
11.039445,10.656288
13.4300995,13.551053
8.9794,8.520408
11.535864,11.544385
8.084425,8.274069
10.486745,10.126261
13.207146,13.374289
11.54339,11.332958
13.640145,13.776805
9.643105,10.150455
11.121938,10.690027
13.019777,12.9810095
10.80956,10.82606
12.586353,12.73175
11.526584,11.439477
12.711843,12.71123
9.309865,8.809325
10.391401,10.152271
8.482541,8.80292
12.452663,12.376792
10.280205,10.115104
12.370227,12.476317
12.611689,12.553621
9.13736,9.698431
10.19091,9.644029
9.895875,9.757101
10.725709,10.514943
13.057104,13.038619
13.252398,13.165492
13.519039,13.599282
9.6195135,10.099513
13.6186285,13.539897
13.505977,13.518443
12.79649,12.665877
10.902192,10.580739
10.449528,10.043121
12.461622,12.388437
10.14609,9.748159
9.360329,9.459819
8.162872,7.829576
12.614691,12.6851425
12.550304,12.577665
11.698449,11.857557
12.399706,12.301879
12.559979,12.589346
12.052393,12.007509
9.070817,9.44406
8.808936,9.211748
13.138254,13.1717825
11.481872,11.298149
12.001186,12.118011
13.900215,13.674367
10.997066,10.732943
10.445783,9.859205
10.651063,10.636356
13.940365,13.927594
12.319245,12.367691
13.642676,13.392497
9.694585,10.121486
10.618385,10.388368
11.590722,11.689146
11.734077,11.801631
12.4689865,12.395547
12.024686,11.912214
11.42265,10.996752
10.588357,10.426616
12.98,13.094017
10.051882,9.887355
11.384692,11.183147
10.287353,10.245379
8.106146,8.480807
13.580565,13.541173
12.957146,12.848697
10.732194,10.421542
12.324862,12.231072
13.489687,13.486069
13.622306,13.453657
12.161123,12.161592
10.982288,10.555471
9.190735,9.50549
9.951762,9.503953
7.920096,8.449778
9.390933,10.078965
13.34003,13.313134
11.899684,11.892473
13.969054,13.772633
11.991814,12.249986
13.660221,13.6907215
11.180275,11.436534
10.080256,9.363202
12.443268,12.456954
14.5873165,14.064216
12.861556,13.041061
13.444588,13.378663
11.379573,11.254829
12.512734,12.548951
12.745847,12.593031
13.21076,13.302522
12.324095,12.307912
13.059936,13.199183
9.317397,9.083788
12.825366,12.6512785
13.374803,13.511408
13.259898,13.430517
13.254119,13.331754
10.710389,10.747118
8.93879,9.3772
11.325353,11.25345
12.001511,12.005509
11.705367,11.709364
13.698647,13.874912
9.235735,8.791812
13.505695,13.508237
10.519777,10.143029
11.759608,11.7370615
13.9164915,13.947282
9.520721,9.035064
10.003146,9.602014
9.34745,9.726736
8.113045,8.5830965
9.928309,9.762585
10.829143,10.595174
11.92114,11.705532
11.234375,11.272917
11.847369,11.980361
9.857519,9.358362
12.936922,13.189616
8.89151,9.389803
13.085932,13.130964
12.67354,12.584078
11.436504,11.284096
12.932066,12.9704
10.906714,10.584426
10.506911,10.153903
10.313108,10.022061
