Epoch | Train Loss | Train R² | Val Loss | Val R²
Epoch 236 | Train Loss: 2.2520e-01 | R²: 0.9133 | Val Loss: 3.3691e-01 | R²: 0.8749
Epoch 237 | Train Loss: 2.2284e-01 | R²: 0.9142 | Val Loss: 3.4040e-01 | R²: 0.8736
Epoch 238 | Train Loss: 2.2405e-01 | R²: 0.9137 | Val Loss: 3.3850e-01 | R²: 0.8743
Epoch 239 | Train Loss: 2.2719e-01 | R²: 0.9125 | Val Loss: 3.6804e-01 | R²: 0.8633
Epoch 240 | Train Loss: 2.2425e-01 | R²: 0.9137 | Val Loss: 3.8106e-01 | R²: 0.8585
Epoch 241 | Train Loss: 2.3051e-01 | R²: 0.9113 | Val Loss: 3.4956e-01 | R²: 0.8702
Epoch 242 | Train Loss: 2.3363e-01 | R²: 0.9101 | Val Loss: 3.3531e-01 | R²: 0.8755
Epoch 243 | Train Loss: 2.1968e-01 | R²: 0.9154 | Val Loss: 3.8114e-01 | R²: 0.8585
Epoch 244 | Train Loss: 2.2231e-01 | R²: 0.9144 | Val Loss: 3.2109e-01 | R²: 0.8808
Epoch 245 | Train Loss: 2.1866e-01 | R²: 0.9158 | Val Loss: 3.4433e-01 | R²: 0.8721
Epoch 246 | Train Loss: 2.0673e-01 | R²: 0.9204 | Val Loss: 3.4089e-01 | R²: 0.8734
Epoch 247 | Train Loss: 2.2082e-01 | R²: 0.9150 | Val Loss: 3.2187e-01 | R²: 0.8805
Epoch 248 | Train Loss: 2.1099e-01 | R²: 0.9188 | Val Loss: 3.3875e-01 | R²: 0.8742
Epoch 249 | Train Loss: 2.1233e-01 | R²: 0.9183 | Val Loss: 3.8210e-01 | R²: 0.8581
Epoch 250 | Train Loss: 2.3593e-01 | R²: 0.9092 | Val Loss: 3.1736e-01 | R²: 0.8822
Epoch 251 | Train Loss: 2.1090e-01 | R²: 0.9188 | Val Loss: 3.6359e-01 | R²: 0.8650
Epoch 252 | Train Loss: 2.0850e-01 | R²: 0.9197 | Val Loss: 3.1655e-01 | R²: 0.8825
Epoch 253 | Train Loss: 2.0974e-01 | R²: 0.9193 | Val Loss: 3.8432e-01 | R²: 0.8573
Epoch 254 | Train Loss: 2.0321e-01 | R²: 0.9218 | Val Loss: 3.0104e-01 | R²: 0.8882
Epoch 255 | Train Loss: 2.2086e-01 | R²: 0.9150 | Val Loss: 3.3630e-01 | R²: 0.8751
Epoch 256 | Train Loss: 1.9546e-01 | R²: 0.9248 | Val Loss: 3.1784e-01 | R²: 0.8820
Epoch 257 | Train Loss: 2.0704e-01 | R²: 0.9203 | Val Loss: 4.5848e-01 | R²: 0.8298
Epoch 258 | Train Loss: 2.2731e-01 | R²: 0.9125 | Val Loss: 3.4111e-01 | R²: 0.8733
Epoch 259 | Train Loss: 2.0648e-01 | R²: 0.9205 | Val Loss: 3.1599e-01 | R²: 0.8827
Epoch 260 | Train Loss: 2.0741e-01 | R²: 0.9202 | Val Loss: 3.1024e-01 | R²: 0.8848
Epoch 261 | Train Loss: 2.0102e-01 | R²: 0.9226 | Val Loss: 3.0513e-01 | R²: 0.8867
Epoch 262 | Train Loss: 2.1358e-01 | R²: 0.9178 | Val Loss: 3.2004e-01 | R²: 0.8812
Epoch 263 | Train Loss: 2.0583e-01 | R²: 0.9208 | Val Loss: 3.4356e-01 | R²: 0.8724
Epoch 264 | Train Loss: 1.9691e-01 | R²: 0.9242 | Val Loss: 3.1245e-01 | R²: 0.8840
Epoch 265 | Train Loss: 1.9616e-01 | R²: 0.9245 | Val Loss: 2.9822e-01 | R²: 0.8893
Epoch 266 | Train Loss: 1.9783e-01 | R²: 0.9238 | Val Loss: 2.9068e-01 | R²: 0.8921
Epoch 267 | Train Loss: 1.9075e-01 | R²: 0.9266 | Val Loss: 3.0108e-01 | R²: 0.8882
Epoch 268 | Train Loss: 1.9869e-01 | R²: 0.9235 | Val Loss: 3.0828e-01 | R²: 0.8855
Epoch 269 | Train Loss: 1.8961e-01 | R²: 0.9270 | Val Loss: 3.0697e-01 | R²: 0.8860
Epoch 270 | Train Loss: 1.8659e-01 | R²: 0.9282 | Val Loss: 2.8456e-01 | R²: 0.8943
Epoch 271 | Train Loss: 1.8053e-01 | R²: 0.9305 | Val Loss: 3.2562e-01 | R²: 0.8791
Epoch 272 | Train Loss: 2.0202e-01 | R²: 0.9222 | Val Loss: 2.8633e-01 | R²: 0.8937
Epoch 273 | Train Loss: 1.9073e-01 | R²: 0.9266 | Val Loss: 3.1766e-01 | R²: 0.8820
Epoch 274 | Train Loss: 2.0124e-01 | R²: 0.9225 | Val Loss: 3.0750e-01 | R²: 0.8858
Epoch 275 | Train Loss: 1.7991e-01 | R²: 0.9307 | Val Loss: 2.8360e-01 | R²: 0.8947
Epoch 276 | Train Loss: 1.7633e-01 | R²: 0.9321 | Val Loss: 2.9557e-01 | R²: 0.8902
Epoch 277 | Train Loss: 1.8097e-01 | R²: 0.9303 | Val Loss: 2.8583e-01 | R²: 0.8939
Epoch 278 | Train Loss: 1.8666e-01 | R²: 0.9281 | Val Loss: 3.0433e-01 | R²: 0.8870
Epoch 279 | Train Loss: 1.8705e-01 | R²: 0.9280 | Val Loss: 2.9329e-01 | R²: 0.8911
Epoch 280 | Train Loss: 1.7737e-01 | R²: 0.9317 | Val Loss: 2.6946e-01 | R²: 0.8999
Epoch 281 | Train Loss: 1.7612e-01 | R²: 0.9322 | Val Loss: 2.6813e-01 | R²: 0.9004
Epoch 282 | Train Loss: 1.7629e-01 | R²: 0.9321 | Val Loss: 2.8076e-01 | R²: 0.8957
Epoch 283 | Train Loss: 1.7457e-01 | R²: 0.9328 | Val Loss: 2.7403e-01 | R²: 0.8982
Epoch 284 | Train Loss: 1.7031e-01 | R²: 0.9344 | Val Loss: 3.0422e-01 | R²: 0.8870
Epoch 285 | Train Loss: 1.7675e-01 | R²: 0.9320 | Val Loss: 2.8453e-01 | R²: 0.8943
Epoch 286 | Train Loss: 1.6983e-01 | R²: 0.9346 | Val Loss: 2.6955e-01 | R²: 0.8999
Epoch 287 | Train Loss: 1.9999e-01 | R²: 0.9230 | Val Loss: 2.6520e-01 | R²: 0.9015
Epoch 288 | Train Loss: 1.7248e-01 | R²: 0.9336 | Val Loss: 2.7684e-01 | R²: 0.8972
Epoch 289 | Train Loss: 1.6331e-01 | R²: 0.9371 | Val Loss: 3.1301e-01 | R²: 0.8838
Epoch 290 | Train Loss: 1.6775e-01 | R²: 0.9354 | Val Loss: 2.6799e-01 | R²: 0.9005
Epoch 291 | Train Loss: 1.7064e-01 | R²: 0.9343 | Val Loss: 2.5906e-01 | R²: 0.9038
Epoch 292 | Train Loss: 1.6925e-01 | R²: 0.9348 | Val Loss: 3.2004e-01 | R²: 0.8812
Epoch 293 | Train Loss: 1.8322e-01 | R²: 0.9295 | Val Loss: 3.0426e-01 | R²: 0.8870
Epoch 294 | Train Loss: 1.6834e-01 | R²: 0.9352 | Val Loss: 2.5934e-01 | R²: 0.9037
Epoch 295 | Train Loss: 1.7503e-01 | R²: 0.9326 | Val Loss: 2.6143e-01 | R²: 0.9029
Epoch 296 | Train Loss: 1.6907e-01 | R²: 0.9349 | Val Loss: 2.8793e-01 | R²: 0.8931
Epoch 297 | Train Loss: 1.5790e-01 | R²: 0.9392 | Val Loss: 2.6556e-01 | R²: 0.9014
Epoch 298 | Train Loss: 1.5566e-01 | R²: 0.9401 | Val Loss: 2.6862e-01 | R²: 0.9003
Epoch 299 | Train Loss: 1.5933e-01 | R²: 0.9387 | Val Loss: 3.1580e-01 | R²: 0.8827
Epoch 300 | Train Loss: 1.8607e-01 | R²: 0.9284 | Val Loss: 3.0377e-01 | R²: 0.8872
Epoch 301 | Train Loss: 1.6346e-01 | R²: 0.9371 | Val Loss: 3.0372e-01 | R²: 0.8872
Epoch 302 | Train Loss: 1.5594e-01 | R²: 0.9400 | Val Loss: 2.6359e-01 | R²: 0.9021
Epoch 303 | Train Loss: 1.6458e-01 | R²: 0.9366 | Val Loss: 2.4914e-01 | R²: 0.9075
Epoch 304 | Train Loss: 1.6926e-01 | R²: 0.9348 | Val Loss: 2.4793e-01 | R²: 0.9079
Epoch 305 | Train Loss: 1.6488e-01 | R²: 0.9365 | Val Loss: 2.4902e-01 | R²: 0.9075
Epoch 306 | Train Loss: 1.6940e-01 | R²: 0.9348 | Val Loss: 2.4247e-01 | R²: 0.9100
Epoch 307 | Train Loss: 1.4811e-01 | R²: 0.9430 | Val Loss: 2.5026e-01 | R²: 0.9071
Epoch 308 | Train Loss: 1.5298e-01 | R²: 0.9411 | Val Loss: 2.3666e-01 | R²: 0.9121
Epoch 309 | Train Loss: 1.5833e-01 | R²: 0.9390 | Val Loss: 2.6675e-01 | R²: 0.9009
Epoch 310 | Train Loss: 1.8207e-01 | R²: 0.9299 | Val Loss: 2.5609e-01 | R²: 0.9049
Epoch 311 | Train Loss: 1.4680e-01 | R²: 0.9435 | Val Loss: 2.3965e-01 | R²: 0.9110
Epoch 312 | Train Loss: 1.4871e-01 | R²: 0.9428 | Val Loss: 2.4191e-01 | R²: 0.9102
Epoch 314 | Train Loss: 1.4749e-01 | R²: 0.9432 | Val Loss: 2.4161e-01 | R²: 0.9103
Epoch 315 | Train Loss: 1.4599e-01 | R²: 0.9438 | Val Loss: 2.4982e-01 | R²: 0.9072
Epoch 316 | Train Loss: 1.4477e-01 | R²: 0.9443 | Val Loss: 2.3257e-01 | R²: 0.9136
Epoch 317 | Train Loss: 1.4231e-01 | R²: 0.9452 | Val Loss: 2.5268e-01 | R²: 0.9062
Epoch 318 | Train Loss: 1.4291e-01 | R²: 0.9450 | Val Loss: 2.3544e-01 | R²: 0.9126
Epoch 319 | Train Loss: 1.4141e-01 | R²: 0.9456 | Val Loss: 2.3090e-01 | R²: 0.9143
Epoch 320 | Train Loss: 1.7531e-01 | R²: 0.9325 | Val Loss: 2.3278e-01 | R²: 0.9136
Epoch 321 | Train Loss: 1.5727e-01 | R²: 0.9395 | Val Loss: 2.4627e-01 | R²: 0.9086
Epoch 322 | Train Loss: 1.4043e-01 | R²: 0.9459 | Val Loss: 2.3453e-01 | R²: 0.9129
Epoch 323 | Train Loss: 1.4055e-01 | R²: 0.9459 | Val Loss: 2.3760e-01 | R²: 0.9118
Epoch 324 | Train Loss: 1.5696e-01 | R²: 0.9396 | Val Loss: 2.3668e-01 | R²: 0.9121
Epoch 325 | Train Loss: 1.5335e-01 | R²: 0.9410 | Val Loss: 2.3451e-01 | R²: 0.9129
Epoch 326 | Train Loss: 1.4967e-01 | R²: 0.9424 | Val Loss: 2.5047e-01 | R²: 0.9070
Epoch 327 | Train Loss: 1.4385e-01 | R²: 0.9446 | Val Loss: 2.2896e-01 | R²: 0.9150
Epoch 328 | Train Loss: 1.3239e-01 | R²: 0.9490 | Val Loss: 2.2889e-01 | R²: 0.9150
Epoch 329 | Train Loss: 1.3784e-01 | R²: 0.9469 | Val Loss: 2.5822e-01 | R²: 0.9041
Epoch 330 | Train Loss: 1.3916e-01 | R²: 0.9464 | Val Loss: 3.0740e-01 | R²: 0.8859
Epoch 331 | Train Loss: 1.8352e-01 | R²: 0.9294 | Val Loss: 2.2775e-01 | R²: 0.9154
Epoch 332 | Train Loss: 1.4112e-01 | R²: 0.9457 | Val Loss: 2.2665e-01 | R²: 0.9158
Epoch 333 | Train Loss: 1.3631e-01 | R²: 0.9475 | Val Loss: 2.2078e-01 | R²: 0.9180
Epoch 334 | Train Loss: 1.4437e-01 | R²: 0.9444 | Val Loss: 2.3354e-01 | R²: 0.9133
Epoch 335 | Train Loss: 1.3404e-01 | R²: 0.9484 | Val Loss: 2.2198e-01 | R²: 0.9176
Epoch 336 | Train Loss: 1.2658e-01 | R²: 0.9513 | Val Loss: 2.1266e-01 | R²: 0.9210
Epoch 337 | Train Loss: 1.2909e-01 | R²: 0.9503 | Val Loss: 2.3611e-01 | R²: 0.9123
Epoch 338 | Train Loss: 1.3498e-01 | R²: 0.9480 | Val Loss: 2.3195e-01 | R²: 0.9139
Epoch 339 | Train Loss: 1.2706e-01 | R²: 0.9511 | Val Loss: 2.6000e-01 | R²: 0.9035
Epoch 340 | Train Loss: 1.3875e-01 | R²: 0.9466 | Val Loss: 2.0746e-01 | R²: 0.9230
Epoch 341 | Train Loss: 1.2932e-01 | R²: 0.9502 | Val Loss: 2.1249e-01 | R²: 0.9211
Epoch 342 | Train Loss: 1.3724e-01 | R²: 0.9472 | Val Loss: 2.9337e-01 | R²: 0.8911
Epoch 343 | Train Loss: 1.2915e-01 | R²: 0.9503 | Val Loss: 2.0501e-01 | R²: 0.9239
Epoch 344 | Train Loss: 1.2333e-01 | R²: 0.9525 | Val Loss: 2.1629e-01 | R²: 0.9197
Epoch 345 | Train Loss: 1.2903e-01 | R²: 0.9503 | Val Loss: 2.2753e-01 | R²: 0.9155
Epoch 346 | Train Loss: 1.3653e-01 | R²: 0.9474 | Val Loss: 2.1459e-01 | R²: 0.9203
Epoch 347 | Train Loss: 1.2205e-01 | R²: 0.9530 | Val Loss: 2.0980e-01 | R²: 0.9221
Epoch 348 | Train Loss: 1.4770e-01 | R²: 0.9431 | Val Loss: 2.0936e-01 | R²: 0.9223
Epoch 349 | Train Loss: 1.2694e-01 | R²: 0.9511 | Val Loss: 2.1900e-01 | R²: 0.9187
Epoch 350 | Train Loss: 1.2540e-01 | R²: 0.9517 | Val Loss: 2.3952e-01 | R²: 0.9111
Epoch 351 | Train Loss: 1.2809e-01 | R²: 0.9507 | Val Loss: 2.0871e-01 | R²: 0.9225
Epoch 352 | Train Loss: 1.2573e-01 | R²: 0.9516 | Val Loss: 2.0920e-01 | R²: 0.9223
Epoch 353 | Train Loss: 1.3283e-01 | R²: 0.9489 | Val Loss: 2.0950e-01 | R²: 0.9222
Epoch 354 | Train Loss: 1.1761e-01 | R²: 0.9547 | Val Loss: 1.9904e-01 | R²: 0.9261
Epoch 355 | Train Loss: 1.2198e-01 | R²: 0.9530 | Val Loss: 2.3593e-01 | R²: 0.9124
Epoch 356 | Train Loss: 1.2118e-01 | R²: 0.9533 | Val Loss: 2.0110e-01 | R²: 0.9253
Epoch 357 | Train Loss: 1.3517e-01 | R²: 0.9480 | Val Loss: 2.2200e-01 | R²: 0.9176
Epoch 358 | Train Loss: 1.2374e-01 | R²: 0.9524 | Val Loss: 2.1292e-01 | R²: 0.9209
Epoch 359 | Train Loss: 1.2510e-01 | R²: 0.9518 | Val Loss: 2.3119e-01 | R²: 0.9142
Epoch 360 | Train Loss: 1.4296e-01 | R²: 0.9450 | Val Loss: 2.3701e-01 | R²: 0.9120
Epoch 361 | Train Loss: 1.5842e-01 | R²: 0.9390 | Val Loss: 2.0921e-01 | R²: 0.9223
Epoch 362 | Train Loss: 1.2644e-01 | R²: 0.9513 | Val Loss: 1.9836e-01 | R²: 0.9263
Epoch 363 | Train Loss: 1.1824e-01 | R²: 0.9545 | Val Loss: 2.1028e-01 | R²: 0.9219
Epoch 364 | Train Loss: 1.1528e-01 | R²: 0.9556 | Val Loss: 2.0042e-01 | R²: 0.9256
Epoch 365 | Train Loss: 1.1661e-01 | R²: 0.9551 | Val Loss: 2.0012e-01 | R²: 0.9257
Epoch 366 | Train Loss: 1.1687e-01 | R²: 0.9550 | Val Loss: 2.2833e-01 | R²: 0.9152
Epoch 367 | Train Loss: 1.1894e-01 | R²: 0.9542 | Val Loss: 1.9730e-01 | R²: 0.9267
Epoch 368 | Train Loss: 1.1974e-01 | R²: 0.9539 | Val Loss: 1.9364e-01 | R²: 0.9281
Epoch 369 | Train Loss: 1.2488e-01 | R²: 0.9519 | Val Loss: 2.3723e-01 | R²: 0.9119
Epoch 370 | Train Loss: 1.2933e-01 | R²: 0.9502 | Val Loss: 2.4073e-01 | R²: 0.9106
Epoch 371 | Train Loss: 1.1127e-01 | R²: 0.9572 | Val Loss: 1.9232e-01 | R²: 0.9286
Epoch 372 | Train Loss: 1.1545e-01 | R²: 0.9556 | Val Loss: 1.9531e-01 | R²: 0.9275
Epoch 373 | Train Loss: 1.2193e-01 | R²: 0.9531 | Val Loss: 1.8855e-01 | R²: 0.9300
Epoch 374 | Train Loss: 1.3277e-01 | R²: 0.9489 | Val Loss: 2.0927e-01 | R²: 0.9223
Epoch 375 | Train Loss: 1.0891e-01 | R²: 0.9581 | Val Loss: 1.8689e-01 | R²: 0.9306
Epoch 376 | Train Loss: 1.2570e-01 | R²: 0.9516 | Val Loss: 2.1135e-01 | R²: 0.9215
Epoch 377 | Train Loss: 1.2837e-01 | R²: 0.9506 | Val Loss: 2.2972e-01 | R²: 0.9147
Epoch 378 | Train Loss: 1.2512e-01 | R²: 0.9518 | Val Loss: 2.0696e-01 | R²: 0.9232
Epoch 379 | Train Loss: 1.1302e-01 | R²: 0.9565 | Val Loss: 1.8661e-01 | R²: 0.9307
Epoch 380 | Train Loss: 1.1184e-01 | R²: 0.9569 | Val Loss: 1.9461e-01 | R²: 0.9277
Epoch 381 | Train Loss: 1.1772e-01 | R²: 0.9547 | Val Loss: 2.7541e-01 | R²: 0.8977
Epoch 382 | Train Loss: 1.2762e-01 | R²: 0.9509 | Val Loss: 1.8663e-01 | R²: 0.9307
Epoch 383 | Train Loss: 1.0640e-01 | R²: 0.9590 | Val Loss: 2.0389e-01 | R²: 0.9243
Epoch 384 | Train Loss: 1.1532e-01 | R²: 0.9556 | Val Loss: 2.6920e-01 | R²: 0.9000
Epoch 385 | Train Loss: 1.0959e-01 | R²: 0.9578 | Val Loss: 1.8840e-01 | R²: 0.9300
Epoch 386 | Train Loss: 1.0533e-01 | R²: 0.9594 | Val Loss: 2.0544e-01 | R²: 0.9237
Epoch 387 | Train Loss: 1.0707e-01 | R²: 0.9588 | Val Loss: 1.9105e-01 | R²: 0.9291
Epoch 388 | Train Loss: 1.1465e-01 | R²: 0.9559 | Val Loss: 1.9062e-01 | R²: 0.9292
Epoch 389 | Train Loss: 1.2120e-01 | R²: 0.9533 | Val Loss: 1.8787e-01 | R²: 0.9302
Epoch 390 | Train Loss: 1.1434e-01 | R²: 0.9560 | Val Loss: 1.8888e-01 | R²: 0.9299
Epoch 391 | Train Loss: 1.1584e-01 | R²: 0.9554 | Val Loss: 1.9264e-01 | R²: 0.9285
Epoch 392 | Train Loss: 1.0756e-01 | R²: 0.9586 | Val Loss: 1.9240e-01 | R²: 0.9286
Epoch 393 | Train Loss: 1.1373e-01 | R²: 0.9562 | Val Loss: 2.0094e-01 | R²: 0.9254
Epoch 394 | Train Loss: 1.0877e-01 | R²: 0.9581 | Val Loss: 1.8305e-01 | R²: 0.9320
Epoch 395 | Train Loss: 1.2502e-01 | R²: 0.9519 | Val Loss: 2.6327e-01 | R²: 0.9022
Epoch 396 | Train Loss: 1.2253e-01 | R²: 0.9528 | Val Loss: 2.3432e-01 | R²: 0.9130
Epoch 397 | Train Loss: 1.1730e-01 | R²: 0.9548 | Val Loss: 2.0976e-01 | R²: 0.9221
Epoch 398 | Train Loss: 1.0515e-01 | R²: 0.9595 | Val Loss: 1.8311e-01 | R²: 0.9320
Epoch 399 | Train Loss: 1.0906e-01 | R²: 0.9580 | Val Loss: 2.1211e-01 | R²: 0.9212
Epoch 400 | Train Loss: 1.1066e-01 | R²: 0.9574 | Val Loss: 2.1134e-01 | R²: 0.9215
Epoch 401 | Train Loss: 1.1161e-01 | R²: 0.9570 | Val Loss: 1.8179e-01 | R²: 0.9325
Epoch 402 | Train Loss: 1.1096e-01 | R²: 0.9573 | Val Loss: 1.9625e-01 | R²: 0.9271
Epoch 403 | Train Loss: 1.1055e-01 | R²: 0.9574 | Val Loss: 1.8546e-01 | R²: 0.9311
Epoch 404 | Train Loss: 1.1771e-01 | R²: 0.9547 | Val Loss: 1.8974e-01 | R²: 0.9295
Epoch 405 | Train Loss: 1.0823e-01 | R²: 0.9583 | Val Loss: 2.0149e-01 | R²: 0.9252
Epoch 406 | Train Loss: 1.0621e-01 | R²: 0.9591 | Val Loss: 1.7647e-01 | R²: 0.9345
Epoch 407 | Train Loss: 1.1605e-01 | R²: 0.9553 | Val Loss: 1.8250e-01 | R²: 0.9322
Epoch 408 | Train Loss: 1.1052e-01 | R²: 0.9575 | Val Loss: 2.3573e-01 | R²: 0.9125
Epoch 409 | Train Loss: 1.1140e-01 | R²: 0.9571 | Val Loss: 2.0333e-01 | R²: 0.9245
Epoch 410 | Train Loss: 1.0893e-01 | R²: 0.9581 | Val Loss: 1.7355e-01 | R²: 0.9356
Epoch 411 | Train Loss: 1.1152e-01 | R²: 0.9571 | Val Loss: 1.8269e-01 | R²: 0.9322
Epoch 412 | Train Loss: 1.0238e-01 | R²: 0.9606 | Val Loss: 1.8620e-01 | R²: 0.9309
Epoch 413 | Train Loss: 1.0076e-01 | R²: 0.9612 | Val Loss: 1.9761e-01 | R²: 0.9266
Epoch 414 | Train Loss: 1.2384e-01 | R²: 0.9523 | Val Loss: 2.0949e-01 | R²: 0.9222
Epoch 415 | Train Loss: 1.0223e-01 | R²: 0.9606 | Val Loss: 1.7601e-01 | R²: 0.9346
Epoch 416 | Train Loss: 9.7785e-02 | R²: 0.9624 | Val Loss: 2.1539e-01 | R²: 0.9200
Epoch 417 | Train Loss: 1.0806e-01 | R²: 0.9584 | Val Loss: 1.6418e-01 | R²: 0.9390
Epoch 418 | Train Loss: 1.1249e-01 | R²: 0.9567 | Val Loss: 2.0201e-01 | R²: 0.9250
Epoch 419 | Train Loss: 1.0174e-01 | R²: 0.9608 | Val Loss: 1.7976e-01 | R²: 0.9333
Epoch 420 | Train Loss: 9.9083e-02 | R²: 0.9619 | Val Loss: 1.7699e-01 | R²: 0.9343
Epoch 421 | Train Loss: 1.2008e-01 | R²: 0.9538 | Val Loss: 1.6988e-01 | R²: 0.9369
Epoch 422 | Train Loss: 1.0412e-01 | R²: 0.9599 | Val Loss: 1.8131e-01 | R²: 0.9327
Epoch 423 | Train Loss: 1.0007e-01 | R²: 0.9615 | Val Loss: 2.3360e-01 | R²: 0.9133
Epoch 424 | Train Loss: 1.0961e-01 | R²: 0.9578 | Val Loss: 1.7108e-01 | R²: 0.9365
Epoch 425 | Train Loss: 1.1488e-01 | R²: 0.9558 | Val Loss: 1.8980e-01 | R²: 0.9295
Epoch 426 | Train Loss: 9.8824e-02 | R²: 0.9620 | Val Loss: 1.6398e-01 | R²: 0.9391
Epoch 427 | Train Loss: 1.0254e-01 | R²: 0.9605 | Val Loss: 1.8856e-01 | R²: 0.9300
Epoch 428 | Train Loss: 1.1053e-01 | R²: 0.9575 | Val Loss: 1.6945e-01 | R²: 0.9371
Epoch 429 | Train Loss: 9.9723e-02 | R²: 0.9616 | Val Loss: 1.8090e-01 | R²: 0.9328
Epoch 430 | Train Loss: 9.8022e-02 | R²: 0.9623 | Val Loss: 1.7767e-01 | R²: 0.9340
Epoch 431 | Train Loss: 1.0008e-01 | R²: 0.9615 | Val Loss: 1.7635e-01 | R²: 0.9345
Epoch 432 | Train Loss: 1.0426e-01 | R²: 0.9599 | Val Loss: 1.8445e-01 | R²: 0.9315
Epoch 433 | Train Loss: 9.8912e-02 | R²: 0.9619 | Val Loss: 1.9208e-01 | R²: 0.9287
Epoch 434 | Train Loss: 1.0047e-01 | R²: 0.9613 | Val Loss: 1.7252e-01 | R²: 0.9359
Epoch 435 | Train Loss: 1.1642e-01 | R²: 0.9552 | Val Loss: 2.2438e-01 | R²: 0.9167
Epoch 436 | Train Loss: 1.1151e-01 | R²: 0.9571 | Val Loss: 2.0986e-01 | R²: 0.9221
Epoch 437 | Train Loss: 1.0308e-01 | R²: 0.9603 | Val Loss: 1.6538e-01 | R²: 0.9386
Epoch 438 | Train Loss: 1.0034e-01 | R²: 0.9614 | Val Loss: 1.7825e-01 | R²: 0.9338
Epoch 439 | Train Loss: 9.5216e-02 | R²: 0.9633 | Val Loss: 1.7335e-01 | R²: 0.9356
Epoch 440 | Train Loss: 1.0045e-01 | R²: 0.9613 | Val Loss: 1.9125e-01 | R²: 0.9290
Epoch 441 | Train Loss: 9.8569e-02 | R²: 0.9621 | Val Loss: 1.9076e-01 | R²: 0.9292
Epoch 442 | Train Loss: 1.0384e-01 | R²: 0.9600 | Val Loss: 2.1685e-01 | R²: 0.9195
Epoch 443 | Train Loss: 1.0789e-01 | R²: 0.9585 | Val Loss: 1.7674e-01 | R²: 0.9344
Epoch 444 | Train Loss: 1.0341e-01 | R²: 0.9602 | Val Loss: 1.8731e-01 | R²: 0.9304
Epoch 445 | Train Loss: 1.1028e-01 | R²: 0.9575 | Val Loss: 2.0253e-01 | R²: 0.9248
Epoch 446 | Train Loss: 1.0017e-01 | R²: 0.9614 | Val Loss: 1.7256e-01 | R²: 0.9359
Epoch 447 | Train Loss: 9.7158e-02 | R²: 0.9626 | Val Loss: 1.6754e-01 | R²: 0.9378
Epoch 448 | Train Loss: 1.0084e-01 | R²: 0.9612 | Val Loss: 2.3762e-01 | R²: 0.9118
Epoch 449 | Train Loss: 1.0917e-01 | R²: 0.9580 | Val Loss: 1.7725e-01 | R²: 0.9342
Epoch 450 | Train Loss: 9.7439e-02 | R²: 0.9625 | Val Loss: 1.6618e-01 | R²: 0.9383
Epoch 451 | Train Loss: 9.6609e-02 | R²: 0.9628 | Val Loss: 2.1415e-01 | R²: 0.9205
Epoch 452 | Train Loss: 9.6294e-02 | R²: 0.9629 | Val Loss: 1.9144e-01 | R²: 0.9289
Epoch 453 | Train Loss: 9.6038e-02 | R²: 0.9630 | Val Loss: 1.6688e-01 | R²: 0.9380
Epoch 454 | Train Loss: 1.0557e-01 | R²: 0.9594 | Val Loss: 1.7294e-01 | R²: 0.9358
Epoch 455 | Train Loss: 1.2547e-01 | R²: 0.9517 | Val Loss: 2.5307e-01 | R²: 0.9060
Epoch 456 | Train Loss: 1.3693e-01 | R²: 0.9473 | Val Loss: 2.0139e-01 | R²: 0.9252
Epoch 457 | Train Loss: 1.0356e-01 | R²: 0.9601 | Val Loss: 1.7055e-01 | R²: 0.9367
Epoch 458 | Train Loss: 1.0067e-01 | R²: 0.9612 | Val Loss: 1.8339e-01 | R²: 0.9319
